17160	2016	12	25	6	30	0	-99.9
17160	2016	12	25	7	30	0	-99.9
17160	2016	12	25	8	30	0	-99.9
17160	2016	12	25	9	30	0	67.5
17160	2016	12	25	10	30	0	0
17160	2016	12	25	11	30	0	337.5
17161	2016	12	25	12	30	0	0
17161	2016	12	25	13	30	0.894	315
17161	2016	12	25	14	30	0.447	315
17161	2016	12	25	15	30	0.447	337.5
17161	2016	12	25	16	30	0	315
17161	2016	12	25	17	30	0	-99.9
17161	2016	12	25	18	30	0	-99.9
17161	2016	12	25	19	30	0	-99.9
17161	2016	12	25	20	30	0	-99.9
17161	2016	12	25	21	30	0	292.5
17161	2016	12	25	22	30	0	-99.9
17161	2016	12	25	23	30	0	-99.9
17161	2016	12	26	0	30	0	-99.9
17161	2016	12	26	1	30	0	-99.9
17161	2016	12	26	2	30	0	-99.9
17161	2016	12	26	3	30	0	315
17161	2016	12	26	4	30	0	315
17161	2016	12	26	5	30	0	-99.9
17161	2016	12	26	6	30	0	-99.9
17161	2016	12	26	7	30	0	-99.9
17161	2016	12	26	8	30	0.447	112.5
17161	2016	12	26	9	30	0	-99.9
17161	2016	12	26	10	30	0	-99.9
17161	2016	12	26	11	30	0	0
17162	2016	12	26	12	30	0	0
17162	2016	12	26	13	30	0	-99.9
17162	2016	12	26	14	30	0	112.5
17162	2016	12	26	15	30	0	-99.9
17162	2016	12	26	16	30	0	0
17162	2016	12	26	17	30	0	-99.9
17162	2016	12	26	18	30	0	-99.9
17162	2016	12	26	19	30	0	-99.9
17162	2016	12	26	20	30	0	-99.9
17162	2016	12	26	21	30	1.788	225
17162	2016	12	26	22	30	0	225
17162	2016	12	26	23	30	0	-99.9
17162	2016	12	27	0	30	0	-99.9
17162	2016	12	27	1	30	0	-99.9
17162	2016	12	27	2	30	0	-99.9
17162	2016	12	27	3	30	0	225
17162	2016	12	27	4	30	0	-99.9
17162	2016	12	27	5	30	0	-99.9
17162	2016	12	27	6	30	0.447	225
17162	2016	12	27	7	30	0	225
17162	2016	12	27	8	30	0	-99.9
17162	2016	12	27	9	30	0	-99.9
17162	2016	12	27	10	30	0.447	315
17162	2016	12	27	11	30	0.447	292.5
17163	2016	12	27	12	30	2.235	292.5
17163	2016	12	27	13	30	2.235	315
17163	2016	12	27	14	30	1.341	315
17163	2016	12	27	15	30	0.894	315
17163	2016	12	27	16	30	0	315
17163	2016	12	27	17	30	0	-99.9
17163	2016	12	27	18	30	0	112.5
17163	2016	12	27	19	30	0	-99.9
17163	2016	12	27	20	30	0.447	112.5
17163	2016	12	27	21	30	0	-99.9
17163	2016	12	27	22	30	0	-99.9
17163	2016	12	27	23	30	0	-99.9
17163	2016	12	28	0	30	0	-99.9
17163	2016	12	28	1	30	0	-99.9
17163	2016	12	28	2	30	0	225
17163	2016	12	28	3	30	0	-99.9
17163	2016	12	28	4	30	0	-99.9
17163	2016	12	28	5	30	0	-99.9
17163	2016	12	28	6	30	0	225
17163	2016	12	28	7	30	0	270
17163	2016	12	28	8	30	0.447	292.5
17163	2016	12	28	9	30	0	180
17163	2016	12	28	10	30	1.341	270
17163	2016	12	28	11	30	2.235	315
17164	2016	12	28	12	30	1.788	315
17164	2016	12	28	13	30	1.788	315
17164	2016	12	28	14	30	1.788	270
17164	2016	12	28	15	30	1.788	292.5
17164	2016	12	28	16	30	1.341	270
17164	2016	12	28	17	30	0.894	270
17164	2016	12	28	18	30	0.894	292.5
17164	2016	12	28	19	30	0.894	270
17164	2016	12	28	20	30	0.894	270
17164	2016	12	28	21	30	0.447	292.5
17164	2016	12	28	22	30	0	-99.9
17164	2016	12	28	23	30	0	-99.9
17164	2016	12	29	0	30	0	-99.9
17164	2016	12	29	1	30	0	112.5
17164	2016	12	29	2	30	0.447	112.5
17164	2016	12	29	3	30	2.235	112.5
17164	2016	12	29	4	30	1.341	112.5
17164	2016	12	29	5	30	0.447	112.5
17164	2016	12	29	6	30	0	112.5
17164	2016	12	29	7	30	0.447	112.5
17164	2016	12	29	8	30	0.447	112.5
17164	2016	12	29	9	30	1.341	112.5
17164	2016	12	29	10	30	3.129	112.5
17164	2016	12	29	11	30	3.576	112.5
17165	2016	12	29	12	30	3.129	112.5
17165	2016	12	29	13	30	1.788	112.5
17165	2016	12	29	14	30	0.894	112.5
17165	2016	12	29	15	30	0.894	112.5
17165	2016	12	29	16	30	0.447	112.5
17165	2016	12	29	17	30	0	-99.9
17165	2016	12	29	18	30	0	-99.9
17165	2016	12	29	19	30	0	-99.9
17165	2016	12	29	20	30	0	-99.9
17165	2016	12	29	21	30	0	-99.9
17165	2016	12	29	22	30	0	-99.9
17165	2016	12	29	23	30	0	-99.9
17165	2016	12	30	0	30	0	-99.9
17165	2016	12	30	1	30	0	-99.9
17165	2016	12	30	2	30	0	-99.9
17165	2016	12	30	3	30	0	-99.9
17165	2016	12	30	4	30	0	-99.9
17165	2016	12	30	5	30	0	-99.9
17165	2016	12	30	6	30	0	-99.9
17165	2016	12	30	7	30	0	-99.9
17165	2016	12	30	8	30	0	-99.9
17165	2016	12	30	9	30	0	-99.9
17165	2016	12	30	10	30	0.447	270
17165	2016	12	30	11	30	0.447	315
17166	2016	12	30	12	30	0	292.5
17166	2016	12	30	13	30	0.447	337.5
17166	2016	12	30	14	30	0.447	315
17166	2016	12	30	15	30	0	0
17166	2016	12	30	16	30	0	337.5
17166	2016	12	30	17	30	0	-99.9
17166	2016	12	30	18	30	0	-99.9
17166	2016	12	30	19	30	0	-99.9
17166	2016	12	30	20	30	0	-99.9
17166	2016	12	30	21	30	0	-99.9
17166	2016	12	30	22	30	0	-99.9
17166	2016	12	30	23	30	0	-99.9
17166	2016	12	31	0	30	0	-99.9
17166	2016	12	31	1	30	0	-99.9
17166	2016	12	31	2	30	0	-99.9
17166	2016	12	31	3	30	0	-99.9
17166	2016	12	31	4	30	0	-99.9
17166	2016	12	31	5	30	0	-99.9
17166	2016	12	31	6	30	0	-99.9
17166	2016	12	31	7	30	0	-99.9
17166	2016	12	31	8	30	0	-99.9
17166	2016	12	31	9	30	0	-99.9
17166	2016	12	31	10	30	0	270
17166	2016	12	31	11	30	0.894	315
17167	2016	12	31	12	30	0.894	315
17167	2016	12	31	13	30	0.447	315
17167	2016	12	31	14	30	0.447	270
17167	2016	12	31	15	30	0.447	270
17167	2016	12	31	16	30	0.447	0
17167	2016	12	31	17	30	0	0
17167	2016	12	31	18	30	0	-99.9
17167	2016	12	31	19	30	0	-99.9
17167	2016	12	31	20	30	0	-99.9
17167	2016	12	31	21	30	0	-99.9
17167	2016	12	31	22	30	0	-99.9
17167	2016	12	31	23	30	0	-99.9
17167	2017	1	1	0	30	0	-99.9
17167	2017	1	1	1	30	0	-99.9
17167	2017	1	1	2	30	0	-99.9
17167	2017	1	1	3	30	0	-99.9
17167	2017	1	1	4	30	0	-99.9
17167	2017	1	1	5	30	0	-99.9
17167	2017	1	1	6	30	0	270
17167	2017	1	1	7	30	0	292.5
17167	2017	1	1	8	30	0	292.5
17167	2017	1	1	9	30	0	247.5
17167	2017	1	1	10	30	0.894	270
17167	2017	1	1	11	30	0.894	270
17168	2017	1	1	12	30	1.341	315
17168	2017	1	1	13	30	0.894	315
17168	2017	1	1	14	30	0.447	315
17168	2017	1	1	15	30	0.447	315
17168	2017	1	1	16	30	0	315
17168	2017	1	1	17	30	0	-99.9
17168	2017	1	1	18	30	0	-99.9
17168	2017	1	1	19	30	0	-99.9
17168	2017	1	1	20	30	0	-99.9
17168	2017	1	1	21	30	0	-99.9
17168	2017	1	1	22	30	0	-99.9
17168	2017	1	1	23	30	0	-99.9
17168	2017	1	2	0	30	0	-99.9
17168	2017	1	2	1	30	0	-99.9
17168	2017	1	2	2	30	0	-99.9
17168	2017	1	2	3	30	0	-99.9
17168	2017	1	2	4	30	0	-99.9
17168	2017	1	2	5	30	0	-99.9
17168	2017	1	2	6	30	0	-99.9
17168	2017	1	2	7	30	0	-99.9
17168	2017	1	2	8	30	0	-99.9
17168	2017	1	2	9	30	0	-99.9
17168	2017	1	2	10	30	0	315
17168	2017	1	2	11	30	0.447	315
17169	2017	1	2	12	30	0.447	315
17169	2017	1	2	13	30	0	0
17169	2017	1	2	14	30	0.447	0
17169	2017	1	2	15	30	0	337.5
17169	2017	1	2	16	30	0.447	0
17169	2017	1	2	17	30	0	315
17169	2017	1	2	18	30	0	-99.9
17169	2017	1	2	19	30	0	-99.9
17169	2017	1	2	20	30	0	337.5
17169	2017	1	2	21	30	0	-99.9
17169	2017	1	2	22	30	0	-99.9
17169	2017	1	2	23	30	0	-99.9
17169	2017	1	3	0	30	0	-99.9
17169	2017	1	3	1	30	0	-99.9
17169	2017	1	3	2	30	0	292.5
17169	2017	1	3	3	30	0.447	292.5
17169	2017	1	3	4	30	0	270
17169	2017	1	3	5	30	0.447	0
17169	2017	1	3	6	30	0.447	270
17169	2017	1	3	7	30	0.447	315
17169	2017	1	3	8	30	0.894	315
17169	2017	1	3	9	30	0.894	292.5
17169	2017	1	3	10	30	0.894	315
17169	2017	1	3	11	30	0.894	315
17170	2017	1	3	12	30	1.341	315
17170	2017	1	3	13	30	0.894	315
17170	2017	1	3	14	30	0.894	315
17170	2017	1	3	15	30	0.447	0
17170	2017	1	3	16	30	0.447	315
17170	2017	1	3	17	30	0.447	292.5
17170	2017	1	3	18	30	0	292.5
17170	2017	1	3	19	30	0	315
17170	2017	1	3	20	30	0.447	292.5
17170	2017	1	3	21	30	0	315
17170	2017	1	3	22	30	0.447	270
17170	2017	1	3	23	30	0	270
17170	2017	1	4	0	30	0	270
17170	2017	1	4	1	30	0	270
17170	2017	1	4	2	30	0.447	225
17170	2017	1	4	3	30	0.447	202.5
17170	2017	1	4	4	30	0.894	225
17170	2017	1	4	5	30	0	-99.9
17170	2017	1	4	6	30	0.447	270
17170	2017	1	4	7	30	0	292.5
17170	2017	1	4	8	30	0	315
17170	2017	1	4	9	30	0	315
17170	2017	1	4	10	30	1.341	292.5
17170	2017	1	4	11	30	0.894	292.5
17171	2017	1	4	12	30	0.894	315
17171	2017	1	4	13	30	0.447	315
17171	2017	1	4	14	30	0	315
17171	2017	1	4	15	30	0	67.5
17171	2017	1	4	16	30	0	45
17171	2017	1	4	17	30	0	-99.9
17171	2017	1	4	18	30	0	90
17171	2017	1	4	19	30	0	112.5
17171	2017	1	4	20	30	0	202.5
17171	2017	1	4	21	30	0	337.5
17171	2017	1	4	22	30	0	0
17171	2017	1	4	23	30	0	-99.9
17171	2017	1	5	0	30	0	225
17171	2017	1	5	1	30	0	225
17171	2017	1	5	2	30	0.894	315
17171	2017	1	5	3	30	0.894	315
17171	2017	1	5	4	30	1.341	315
17171	2017	1	5	5	30	0.894	292.5
17171	2017	1	5	6	30	0.894	315
17171	2017	1	5	7	30	2.235	292.5
17171	2017	1	5	8	30	1.788	292.5
17171	2017	1	5	9	30	2.235	315
17171	2017	1	5	10	30	1.788	315
17171	2017	1	5	11	30	1.341	315
17172	2017	1	5	12	30	1.788	315
17172	2017	1	5	13	30	1.788	0
17172	2017	1	5	14	30	0.894	45
17172	2017	1	5	15	30	0	45
17172	2017	1	5	16	30	0	45
17172	2017	1	5	17	30	0	-99.9
17172	2017	1	5	18	30	0	45
17172	2017	1	5	19	30	0	0
17172	2017	1	5	20	30	0	-99.9
17172	2017	1	5	21	30	0	22.5
17172	2017	1	5	22	30	0	337.5
17172	2017	1	5	23	30	0	-99.9
17172	2017	1	6	0	30	0	-99.9
17172	2017	1	6	1	30	0	-99.9
17172	2017	1	6	2	30	0	315
17172	2017	1	6	3	30	0	270
17172	2017	1	6	4	30	0	270
17172	2017	1	6	5	30	0	292.5
17172	2017	1	6	6	30	0	270
17172	2017	1	6	7	30	0	292.5
17172	2017	1	6	8	30	0	-99.9
17172	2017	1	6	9	30	0.447	292.5
17172	2017	1	6	10	30	0.447	292.5
17172	2017	1	6	11	30	0	270
17173	2017	1	6	12	30	0	45
17173	2017	1	6	13	30	0.447	135
17173	2017	1	6	14	30	0.447	112.5
17173	2017	1	6	15	30	0.447	112.5
17173	2017	1	6	16	30	0.447	112.5
17173	2017	1	6	17	30	0.447	112.5
17173	2017	1	6	18	30	0	-99.9
17173	2017	1	6	19	30	0	-99.9
17173	2017	1	6	20	30	0	-99.9
17173	2017	1	6	21	30	0	-99.9
17173	2017	1	6	22	30	0	-99.9
17173	2017	1	6	23	30	0	-99.9
17173	2017	1	7	0	30	0	-99.9
17173	2017	1	7	1	30	0	-99.9
17173	2017	1	7	2	30	0	-99.9
17173	2017	1	7	3	30	0	-99.9
17173	2017	1	7	4	30	0	-99.9
17173	2017	1	7	5	30	0	-99.9
17173	2017	1	7	6	30	0	-99.9
17173	2017	1	7	7	30	0	-99.9
17173	2017	1	7	8	30	0	-99.9
17173	2017	1	7	9	30	0	-99.9
17173	2017	1	7	10	30	0	-99.9
17173	2017	1	7	11	30	0.447	135
17174	2017	1	7	12	30	1.341	112.5
17174	2017	1	7	13	30	0.894	112.5
17174	2017	1	7	14	30	1.341	112.5
17174	2017	1	7	15	30	0.447	112.5
17174	2017	1	7	16	30	0.447	112.5
17174	2017	1	7	17	30	0	-99.9
17174	2017	1	7	18	30	0	112.5
17174	2017	1	7	19	30	0	-99.9
17174	2017	1	7	20	30	0	-99.9
17174	2017	1	7	21	30	0	-99.9
17174	2017	1	7	22	30	0	-99.9
17174	2017	1	7	23	30	0	-99.9
17174	2017	1	8	0	30	0	-99.9
17174	2017	1	8	1	30	0	-99.9
17174	2017	1	8	2	30	0	-99.9
17174	2017	1	8	3	30	0	315
17174	2017	1	8	4	30	0	-99.9
17174	2017	1	8	5	30	0	-99.9
17174	2017	1	8	6	30	0	292.5
17174	2017	1	8	7	30	0	-99.9
17174	2017	1	8	8	30	0	-99.9
17174	2017	1	8	9	30	0	0
17174	2017	1	8	10	30	0	0
17174	2017	1	8	11	30	0	337.5
17175	2017	1	8	12	30	0	292.5
17175	2017	1	8	13	30	0.447	315
17175	2017	1	8	14	30	0	0
17175	2017	1	8	15	30	0	157.5
17175	2017	1	8	16	30	0	112.5
17175	2017	1	8	17	30	0	-99.9
17175	2017	1	8	18	30	0	-99.9
17175	2017	1	8	19	30	0	-99.9
17175	2017	1	8	20	30	0	-99.9
17175	2017	1	8	21	30	0	-99.9
17175	2017	1	8	22	30	0	270
17175	2017	1	8	23	30	0	-99.9
17175	2017	1	9	0	30	0	-99.9
17175	2017	1	9	1	30	0	-99.9
17175	2017	1	9	2	30	0	-99.9
17175	2017	1	9	3	30	0	270
17175	2017	1	9	4	30	0.447	247.5
17175	2017	1	9	5	30	0	292.5
17175	2017	1	9	6	30	0.447	270
17175	2017	1	9	7	30	0.447	270
17175	2017	1	9	8	30	0	270
17175	2017	1	9	9	30	0	337.5
17175	2017	1	9	10	30	0.447	270
17175	2017	1	9	11	30	0.894	292.5
17176	2017	1	9	12	30	0.894	270
17176	2017	1	9	13	30	0.894	292.5
17176	2017	1	9	14	30	0	0
17176	2017	1	9	15	30	0	0
17176	2017	1	9	16	30	0	45
17176	2017	1	9	17	30	0	-99.9
17176	2017	1	9	18	30	0	-99.9
17176	2017	1	9	19	30	0	0
17176	2017	1	9	20	30	0	112.5
17176	2017	1	9	21	30	0	112.5
17176	2017	1	9	22	30	0.447	112.5
17176	2017	1	9	23	30	0	-99.9
17176	2017	1	10	0	30	0	-99.9
17176	2017	1	10	1	30	0	0
17176	2017	1	10	2	30	0	-99.9
17176	2017	1	10	3	30	0	180
17176	2017	1	10	4	30	0	-99.9
17176	2017	1	10	5	30	0	292.5
17176	2017	1	10	6	30	0	-99.9
17176	2017	1	10	7	30	0	-99.9
17176	2017	1	10	8	30	0	0
17176	2017	1	10	9	30	0.447	0
17176	2017	1	10	10	30	0	0
17176	2017	1	10	11	30	0	292.5
17177	2017	1	10	12	30	0.447	292.5
17177	2017	1	10	13	30	0.447	292.5
17177	2017	1	10	14	30	0	337.5
17177	2017	1	10	15	30	0	292.5
17177	2017	1	10	16	30	0	-99.9
17177	2017	1	10	17	30	0	0
17177	2017	1	10	18	30	0	0
17177	2017	1	10	19	30	0.894	135
17177	2017	1	10	20	30	0	0
17177	2017	1	10	21	30	0.447	292.5
17177	2017	1	10	22	30	0	0
17177	2017	1	10	23	30	0	67.5
17177	2017	1	11	0	30	0.447	45
17177	2017	1	11	1	30	0	22.5
17177	2017	1	11	2	30	0.447	22.5
17177	2017	1	11	3	30	0	112.5
17177	2017	1	11	4	30	0	45
17177	2017	1	11	5	30	0	-99.9
17177	2017	1	11	6	30	0	-99.9
17177	2017	1	11	7	30	0	-99.9
17177	2017	1	11	8	30	0	-99.9
17177	2017	1	11	9	30	0	112.5
17177	2017	1	11	10	30	0	135
17177	2017	1	11	11	30	0	135
17178	2017	1	11	12	30	0.447	135
17178	2017	1	11	13	30	0.447	112.5
17178	2017	1	11	14	30	0	135
17178	2017	1	11	15	30	0	135
17178	2017	1	11	16	30	0.447	112.5
17178	2017	1	11	17	30	0	-99.9
17178	2017	1	11	18	30	0	112.5
17178	2017	1	11	19	30	0	-99.9
17178	2017	1	11	20	30	0	225
17178	2017	1	11	21	30	0	202.5
17178	2017	1	11	22	30	0.447	270
17178	2017	1	11	23	30	0	270
17178	2017	1	12	0	30	0.447	270
17178	2017	1	12	1	30	0	247.5
17178	2017	1	12	2	30	0	247.5
17178	2017	1	12	3	30	0	-99.9
17178	2017	1	12	4	30	0	-99.9
17178	2017	1	12	5	30	0	-99.9
17178	2017	1	12	6	30	0	225
17178	2017	1	12	7	30	0	-99.9
17178	2017	1	12	8	30	0	337.5
17178	2017	1	12	9	30	0	45
17178	2017	1	12	10	30	0	112.5
17178	2017	1	12	11	30	0	112.5
17179	2017	1	12	12	30	0	112.5
17179	2017	1	12	13	30	0.447	112.5
17179	2017	1	12	14	30	0.447	112.5
17179	2017	1	12	15	30	0.447	112.5
17179	2017	1	12	16	30	0.894	112.5
17179	2017	1	12	17	30	0.447	112.5
17179	2017	1	12	18	30	0.894	112.5
17179	2017	1	12	19	30	0.447	112.5
17179	2017	1	12	20	30	0	112.5
17179	2017	1	12	21	30	0.447	112.5
17179	2017	1	12	22	30	0	45
17179	2017	1	12	23	30	0	0
17179	2017	1	13	0	30	0	337.5
17179	2017	1	13	1	30	0	292.5
17179	2017	1	13	2	30	0	112.5
17179	2017	1	13	3	30	0.447	337.5
17179	2017	1	13	4	30	0.447	292.5
17179	2017	1	13	5	30	0.894	270
17179	2017	1	13	6	30	1.341	315
17179	2017	1	13	7	30	1.341	292.5
17179	2017	1	13	8	30	2.235	292.5
17179	2017	1	13	9	30	2.235	292.5
17179	2017	1	13	10	30	0.894	292.5
17179	2017	1	13	11	30	1.341	292.5
17180	2017	1	13	12	30	1.341	270
17180	2017	1	13	13	30	0.447	315
17180	2017	1	13	14	30	0.447	292.5
17180	2017	1	13	15	30	1.341	292.5
17180	2017	1	13	16	30	1.341	292.5
17180	2017	1	13	17	30	2.682	270
17180	2017	1	13	18	30	2.682	270
17180	2017	1	13	19	30	1.788	315
17180	2017	1	13	20	30	0.894	0
17180	2017	1	13	21	30	0	292.5
17180	2017	1	13	22	30	0.447	292.5
17180	2017	1	13	23	30	0.894	292.5
17180	2017	1	14	0	30	0.447	292.5
17180	2017	1	14	1	30	0	-99.9
17180	2017	1	14	2	30	0.447	270
17180	2017	1	14	3	30	1.788	270
17180	2017	1	14	4	30	0	292.5
17180	2017	1	14	5	30	0.447	270
17180	2017	1	14	6	30	0	292.5
17180	2017	1	14	7	30	0	292.5
17180	2017	1	14	8	30	0	315
17180	2017	1	14	9	30	0	292.5
17180	2017	1	14	10	30	0.894	270
17180	2017	1	14	11	30	1.788	315
17181	2017	1	14	12	30	1.341	315
17181	2017	1	14	13	30	2.235	315
17181	2017	1	14	14	30	2.682	315
17181	2017	1	14	15	30	0.894	315
17181	2017	1	14	16	30	0.447	292.5
17181	2017	1	14	17	30	0	0
17181	2017	1	14	18	30	0	-99.9
17181	2017	1	14	19	30	0	-99.9
17181	2017	1	14	20	30	0	-99.9
17181	2017	1	14	21	30	0	-99.9
17181	2017	1	14	22	30	0	45
17181	2017	1	14	23	30	0	-99.9
17181	2017	1	15	0	30	0	22.5
17181	2017	1	15	1	30	0	-99.9
17181	2017	1	15	2	30	0	-99.9
17181	2017	1	15	3	30	0	247.5
17181	2017	1	15	4	30	0.447	0
17181	2017	1	15	5	30	0	292.5
17181	2017	1	15	6	30	0.447	292.5
17181	2017	1	15	7	30	0.894	292.5
17181	2017	1	15	8	30	0.447	292.5
17181	2017	1	15	9	30	1.788	292.5
17181	2017	1	15	10	30	1.788	270
17181	2017	1	15	11	30	1.788	315
17182	2017	1	15	12	30	0.447	292.5
17182	2017	1	15	13	30	0.447	0
17182	2017	1	15	14	30	1.341	270
17182	2017	1	15	15	30	0.894	292.5
17182	2017	1	15	16	30	0.894	292.5
17182	2017	1	15	17	30	0.447	292.5
17182	2017	1	15	18	30	0.894	270
17182	2017	1	15	19	30	0.447	292.5
17182	2017	1	15	20	30	0.894	292.5
17182	2017	1	15	21	30	0.447	292.5
17182	2017	1	15	22	30	0.894	270
17182	2017	1	15	23	30	0.447	270
17182	2017	1	16	0	30	0.447	292.5
17182	2017	1	16	1	30	0.894	292.5
17182	2017	1	16	2	30	0.894	315
17182	2017	1	16	3	30	0.894	292.5
17182	2017	1	16	4	30	0.447	292.5
17182	2017	1	16	5	30	0.894	292.5
17182	2017	1	16	6	30	0.894	292.5
17182	2017	1	16	7	30	0.894	292.5
17182	2017	1	16	8	30	0.894	292.5
17182	2017	1	16	9	30	0.894	315
17182	2017	1	16	10	30	0.894	292.5
17182	2017	1	16	11	30	0.894	315
17183	2017	1	16	12	30	0.894	0
17183	2017	1	16	13	30	0.894	0
17183	2017	1	16	14	30	0.894	0
17183	2017	1	16	15	30	0.894	45
17183	2017	1	16	16	30	1.341	45
17183	2017	1	16	17	30	0.447	45
17183	2017	1	16	18	30	1.341	45
17183	2017	1	16	19	30	2.682	45
17183	2017	1	16	20	30	1.341	45
17183	2017	1	16	21	30	0.894	45
17183	2017	1	16	22	30	1.788	22.5
17183	2017	1	16	23	30	2.682	45
17183	2017	1	17	0	30	1.788	45
17183	2017	1	17	1	30	0.894	45
17183	2017	1	17	2	30	0.447	45
17183	2017	1	17	3	30	0.447	45
17183	2017	1	17	4	30	0.447	45
17183	2017	1	17	5	30	0.447	0
17183	2017	1	17	6	30	2.235	45
17183	2017	1	17	7	30	0.894	0
17183	2017	1	17	8	30	0.447	0
17183	2017	1	17	9	30	0.447	0
17183	2017	1	17	10	30	1.788	45
17183	2017	1	17	11	30	3.129	45
17184	2017	1	17	12	30	3.129	45
17184	2017	1	17	13	30	4.023	45
17184	2017	1	17	14	30	3.129	45
17184	2017	1	17	15	30	3.129	45
17184	2017	1	17	16	30	1.341	45
17184	2017	1	17	17	30	0.894	45
17184	2017	1	17	18	30	1.341	45
17184	2017	1	17	19	30	1.341	45
17184	2017	1	17	20	30	1.341	45
17184	2017	1	17	21	30	1.341	45
17184	2017	1	17	22	30	1.341	45
17184	2017	1	17	23	30	0.447	45
17184	2017	1	18	0	30	0.894	45
17184	2017	1	18	1	30	0.894	45
17184	2017	1	18	2	30	0.447	45
17184	2017	1	18	3	30	0	45
17184	2017	1	18	4	30	0	45
17184	2017	1	18	5	30	0	45
17184	2017	1	18	6	30	0	292.5
17184	2017	1	18	7	30	0	292.5
17184	2017	1	18	8	30	0.447	292.5
17184	2017	1	18	9	30	0.447	292.5
17184	2017	1	18	10	30	0.447	292.5
17184	2017	1	18	11	30	0.447	0
17185	2017	1	18	12	30	1.788	45
17185	2017	1	18	13	30	1.788	22.5
17185	2017	1	18	14	30	1.788	45
17185	2017	1	18	15	30	1.788	45
17185	2017	1	18	16	30	0.894	45
17185	2017	1	18	17	30	0	45
17185	2017	1	18	18	30	0	67.5
17185	2017	1	18	19	30	0	-99.9
17185	2017	1	18	20	30	0	45
17185	2017	1	18	21	30	0	45
17185	2017	1	18	22	30	0	-99.9
17185	2017	1	18	23	30	0	0
17185	2017	1	19	0	30	0	315
17185	2017	1	19	1	30	0	315
17185	2017	1	19	2	30	0.447	315
17185	2017	1	19	3	30	0.447	270
17185	2017	1	19	4	30	0	315
17185	2017	1	19	5	30	0.447	292.5
17185	2017	1	19	6	30	0	315
17185	2017	1	19	7	30	0.447	315
17185	2017	1	19	8	30	0.447	315
17185	2017	1	19	9	30	0.894	292.5
17185	2017	1	19	10	30	0.447	337.5
17185	2017	1	19	11	30	0.447	0
17186	2017	1	19	12	30	0.447	0
17186	2017	1	19	13	30	0.447	0
17186	2017	1	19	14	30	0	67.5
17186	2017	1	19	15	30	0.894	0
17186	2017	1	19	16	30	0.447	45
17186	2017	1	19	17	30	0	0
17186	2017	1	19	18	30	0	-99.9
17186	2017	1	19	19	30	0	270
17186	2017	1	19	20	30	0	292.5
17186	2017	1	19	21	30	0	270
17186	2017	1	19	22	30	0.447	292.5
17186	2017	1	19	23	30	0.894	315
17186	2017	1	20	0	30	0.894	315
17186	2017	1	20	1	30	0.894	315
17186	2017	1	20	2	30	0.894	270
17186	2017	1	20	3	30	0.447	270
17186	2017	1	20	4	30	0.894	292.5
17186	2017	1	20	5	30	0.447	292.5
17186	2017	1	20	6	30	0.447	270
17186	2017	1	20	7	30	0	292.5
17186	2017	1	20	8	30	0.447	270
17186	2017	1	20	9	30	0.447	292.5
17186	2017	1	20	10	30	0.894	315
17186	2017	1	20	11	30	0.894	315
17187	2017	1	20	12	30	0.894	315
17187	2017	1	20	13	30	0.894	315
17187	2017	1	20	14	30	0.894	315
17187	2017	1	20	15	30	0.447	292.5
17187	2017	1	20	16	30	0	0
17187	2017	1	20	17	30	0	-99.9
17187	2017	1	20	18	30	0	-99.9
17187	2017	1	20	19	30	0	-99.9
17187	2017	1	20	20	30	0	-99.9
17187	2017	1	20	21	30	0	-99.9
17187	2017	1	20	22	30	0	-99.9
17187	2017	1	20	23	30	0	-99.9
17187	2017	1	21	0	30	0	-99.9
17187	2017	1	21	1	30	0	292.5
17187	2017	1	21	2	30	0	270
17187	2017	1	21	3	30	0	270
17187	2017	1	21	4	30	0	315
17187	2017	1	21	5	30	0	315
17187	2017	1	21	6	30	0	315
17187	2017	1	21	7	30	0	270
17187	2017	1	21	8	30	0.447	315
17187	2017	1	21	9	30	0	270
17187	2017	1	21	10	30	0	292.5
17187	2017	1	21	11	30	0	315
17188	2017	1	21	12	30	0	315
17188	2017	1	21	13	30	0.447	315
17188	2017	1	21	14	30	0.447	337.5
17188	2017	1	21	15	30	0	315
17188	2017	1	21	16	30	0	-99.9
17188	2017	1	21	17	30	0	-99.9
17188	2017	1	21	18	30	0	-99.9
17188	2017	1	21	19	30	0	-99.9
17188	2017	1	21	20	30	0	-99.9
17188	2017	1	21	21	30	0	-99.9
17188	2017	1	21	22	30	0	270
17188	2017	1	21	23	30	0	-99.9
17188	2017	1	22	0	30	0	-99.9
17188	2017	1	22	1	30	0	-99.9
17188	2017	1	22	2	30	0	292.5
17188	2017	1	22	3	30	0	-99.9
17188	2017	1	22	4	30	0	315
17188	2017	1	22	5	30	0	292.5
17188	2017	1	22	6	30	0.447	315
17188	2017	1	22	7	30	0.447	315
17188	2017	1	22	8	30	0	292.5
17188	2017	1	22	9	30	0.447	315
17188	2017	1	22	10	30	0	315
17188	2017	1	22	11	30	0.447	292.5
17189	2017	1	22	12	30	0.894	292.5
17189	2017	1	22	13	30	0.894	315
17189	2017	1	22	14	30	0.447	337.5
17189	2017	1	22	15	30	0.447	292.5
17189	2017	1	22	16	30	0	270
17189	2017	1	22	17	30	0	315
17189	2017	1	22	18	30	0	-99.9
17189	2017	1	22	19	30	0	-99.9
17189	2017	1	22	20	30	0	292.5
17189	2017	1	22	21	30	0	270
17189	2017	1	22	22	30	0	292.5
